date,order_id,product,category,region,manager,channel,quantity,price,discount,revenue,cost,profit,customer_id,brand,warehouse,returns,status
2025-09-28,ORD-10381,Шкаф-купе,Мебель,Актобе,Иванов И.,B2B,3,25236.87,0,75710.61,37518.57,38192.04,CUST-728,Brand_Меб,Склад-Акт,0,cancelled
2026-07-07,ORD-10382,Свитер шерстяной,Одежда,Астана,Козлов В.,Офлайн-магазин,3,3099.25,10,8367.97,5810.45,2557.52,CUST-467,Brand_Оде,Склад-Аст,0,completed
2025-08-11,ORD-10383,Кроссовки спорт,Одежда,Астана,Иванов И.,Маркетплейс,1,6681.24,0,6681.24,3225.1,3456.14,CUST-469,Brand_Оде,Склад-Аст,1,returned
2026-02-05,ORD-10384,Кровать двуспальная,Мебель,Алматы,Иванов И.,Маркетплейс,3,9022.78,15,23008.1,16886.77,6121.33,CUST-657,Brand_Меб,Склад-Алм,0,completed
2026-05-09,ORD-10385,Кроссовки спорт,Одежда,Караганда,Смирнова А.,Онлайн,2,9607.35,0,19214.7,14658.83,4555.86,CUST-461,Brand_Оде,Склад-Кар,0,completed
2026-01-14,ORD-10386,Кровать двуспальная,Мебель,Актобе,Иванов И.,Офлайн-магазин,1,32916.78,0,32916.78,19941.53,12975.25,CUST-253,Brand_Меб,Склад-Акт,0,completed
2025-10-25,ORD-10387,Куртка зимняя,Одежда,Актобе,Иванов И.,Офлайн-магазин,2,9255.1,20,14808.16,9922.83,4885.33,CUST-704,Brand_Оде,Склад-Акт,0,completed
2025-10-12,ORD-10388,Стул офисный,Мебель,Астана,Иванов И.,Офлайн-магазин,3,44441.2,0,133323.6,86902.48,46421.12,CUST-686,Brand_Меб,Склад-Аст,0,completed
2025-10-05,ORD-10389,Ноутбук Pro,Электроника,Шымкент,Петров П.,B2B,3,78737.51,0,236212.53,177490.94,58721.59,CUST-941,Brand_Эле,Склад-Шым,0,completed
2025-12-14,ORD-10390,Ноутбук Pro,Электроника,Караганда,Лебедева Е.,B2B,1,62011.83,0,62011.83,34993.69,27018.14,CUST-696,Brand_Эле,Склад-Кар,0,completed
2025-10-23,ORD-10391,Скакалка,Спорттовары,Шымкент,Петров П.,Маркетплейс,10,4421.29,0,44212.95,21749.48,22463.47,CUST-211,Brand_Спо,Склад-Шым,0,completed
2025-07-30,ORD-10392,Свитер шерстяной,Одежда,Актобе,Козлов В.,Офлайн-магазин,1,9478.31,0,9478.31,7209.61,2268.7,CUST-998,Brand_Оде,Склад-Акт,0,completed
2026-04-20,ORD-10393,Коврик для йоги,Спорттовары,Алматы,Козлов В.,Офлайн-магазин,1,5817.53,20,4654.02,2833.45,1820.57,CUST-144,Brand_Спо,Склад-Алм,0,completed
2026-07-14,ORD-10394,Мяч фитнес,Спорттовары,Астана,Козлов В.,B2B,10,3768.59,5,35801.6,20413.92,15387.68,CUST-884,Brand_Спо,Склад-Аст,0,completed
2025-11-18,ORD-10395,Планшет Z,Электроника,Актобе,Лебедева Е.,B2B,1,36971.02,0,36971.02,25785.74,11185.28,CUST-635,Brand_Эле,Склад-Акт,0,completed
2025-09-20,ORD-10396,Коврик для йоги,Спорттовары,Караганда,Петров П.,Маркетплейс,6,3189.61,0,19137.69,10916.68,8221.0,CUST-367,Brand_Спо,Склад-Кар,0,completed
2026-04-22,ORD-10397,Шкаф-купе,Мебель,Шымкент,Лебедева Е.,Маркетплейс,2,54048.97,20,86478.36,53689.4,32788.96,CUST-283,Brand_Меб,Склад-Шым,0,completed
2026-01-27,ORD-10398,Скакалка,Спорттовары,Караганда,Смирнова А.,Маркетплейс,7,3281.97,5,21825.12,15258.5,6566.62,CUST-816,Brand_Спо,Склад-Кар,0,completed
2025-10-12,ORD-10399,Ноутбук Pro,Электроника,Актобе,Козлов В.,Маркетплейс,3,86716.61,0,260149.83,177608.44,82541.39,CUST-751,Brand_Эле,Склад-Акт,0,completed
2025-07-24,ORD-10400,Ноутбук Pro,Электроника,Караганда,Лебедева Е.,B2B,1,13912.9,0,13912.9,7628.92,6283.98,CUST-841,Brand_Эле,Склад-Кар,0,completed
2026-02-03,ORD-10401,Шкаф-купе,Мебель,Актобе,Смирнова А.,Онлайн,3,13617.75,0,40853.24,16516.32,24336.92,CUST-923,Brand_Меб,Склад-Акт,0,completed
2026-04-13,ORD-10402,Чай зеленый,Продукты,Алматы,Лебедева Е.,Офлайн-магазин,3,1459.77,0,4379.3,2381.88,1997.41,CUST-261,Brand_Про,Склад-Алм,0,completed
2025-09-04,ORD-10403,Сыр пармезан,Продукты,Шымкент,Козлов В.,B2B,4,1406.58,0,5626.31,3908.99,1717.32,CUST-192,Brand_Про,Склад-Шым,0,completed
2026-04-29,ORD-10404,Оливковое масло,Продукты,Актобе,Смирнова А.,Маркетплейс,5,1785.84,0,8929.19,7011.4,1917.79,CUST-513,Brand_Про,Склад-Акт,0,completed
2026-05-12,ORD-10405,Планшет Z,Электроника,Астана,Козлов В.,Онлайн,1,83091.93,0,83091.93,44536.14,38555.79,CUST-625,Brand_Эле,Склад-Аст,0,completed
2025-11-30,ORD-10406,Скакалка,Спорттовары,Шымкент,Козлов В.,B2B,4,3984.73,20,12751.15,8576.91,4174.24,CUST-982,Brand_Спо,Склад-Шым,0,completed
2025-08-05,ORD-10407,Стул офисный,Мебель,Шымкент,Иванов И.,B2B,1,43893.03,0,43893.03,21594.14,22298.88,CUST-461,Brand_Меб,Склад-Шым,0,completed
2026-04-12,ORD-10408,Коврик для йоги,Спорттовары,Шымкент,Петров П.,Маркетплейс,7,1276.17,0,8933.18,6507.2,2425.99,CUST-282,Brand_Спо,Склад-Шым,0,completed
2026-03-22,ORD-10409,Шоколад горький,Продукты,Астана,Лебедева Е.,Маркетплейс,4,603.53,0,2414.12,1158.45,1255.66,CUST-993,Brand_Про,Склад-Аст,0,completed
2025-12-04,ORD-10410,Джинсы классика,Одежда,Астана,Петров П.,Маркетплейс,1,3807.98,0,3807.98,1642.74,2165.24,CUST-604,Brand_Оде,Склад-Аст,0,cancelled
2026-06-01,ORD-10411,Смарт-часы,Электроника,Алматы,Козлов В.,Маркетплейс,2,76640.49,0,153280.98,121727.25,31553.73,CUST-989,Brand_Эле,Склад-Алм,0,completed
2025-12-09,ORD-10412,Стол письменный,Мебель,Актобе,Смирнова А.,B2B,3,14861.86,0,44585.59,27210.32,17375.26,CUST-653,Brand_Меб,Склад-Акт,0,completed
2025-08-07,ORD-10413,Эспандер,Спорттовары,Караганда,Петров П.,B2B,9,1675.86,0,15082.76,10191.19,4891.58,CUST-315,Brand_Спо,Склад-Кар,0,completed
2026-02-01,ORD-10414,Коврик для йоги,Спорттовары,Шымкент,Смирнова А.,Маркетплейс,9,2100.56,0,18905.03,9599.28,9305.75,CUST-451,Brand_Спо,Склад-Шым,0,cancelled
2026-01-25,ORD-10415,Кроссовки спорт,Одежда,Караганда,Петров П.,B2B,2,11545.89,0,23091.78,12936.87,10154.91,CUST-685,Brand_Оде,Склад-Кар,0,completed
2025-09-27,ORD-10416,Гантели 5кг,Спорттовары,Алматы,Смирнова А.,Офлайн-магазин,7,4666.67,0,32666.66,23520.48,9146.17,CUST-584,Brand_Спо,Склад-Алм,0,completed
2025-07-26,ORD-10417,Кроссовки спорт,Одежда,Караганда,Петров П.,Маркетплейс,2,14026.39,0,28052.79,17528.94,10523.85,CUST-507,Brand_Оде,Склад-Кар,0,completed
2025-09-10,ORD-10418,Футболка базовая,Одежда,Астана,Смирнова А.,B2B,3,16483.87,0,49451.62,34509.19,14942.44,CUST-468,Brand_Оде,Склад-Аст,0,completed
2026-05-04,ORD-10419,Эспандер,Спорттовары,Шымкент,Иванов И.,B2B,6,1503.08,10,8116.63,5119.5,2997.14,CUST-651,Brand_Спо,Склад-Шым,0,completed
2025-10-19,ORD-10420,Шоколад горький,Продукты,Шымкент,Лебедева Е.,B2B,8,2154.05,20,13785.92,8898.33,4887.58,CUST-248,Brand_Про,Склад-Шым,0,completed
2025-10-15,ORD-10421,Сыр пармезан,Продукты,Актобе,Лебедева Е.,B2B,2,2278.19,0,4556.37,2448.82,2107.55,CUST-768,Brand_Про,Склад-Акт,0,completed
2025-12-18,ORD-10422,Оливковое масло,Продукты,Караганда,Смирнова А.,B2B,6,1754.21,20,8420.21,4762.44,3657.78,CUST-123,Brand_Про,Склад-Кар,0,completed
2025-09-24,ORD-10423,Куртка зимняя,Одежда,Алматы,Петров П.,Офлайн-магазин,1,8234.16,0,8234.16,6379.15,1855.01,CUST-155,Brand_Оде,Склад-Алм,0,completed
2025-08-04,ORD-10424,Шкаф-купе,Мебель,Алматы,Иванов И.,Маркетплейс,1,46314.84,0,46314.84,35784.5,10530.33,CUST-334,Brand_Меб,Склад-Алм,0,completed
2025-11-25,ORD-10425,Сыр пармезан,Продукты,Астана,Петров П.,Офлайн-магазин,1,293.31,0,293.31,218.27,75.04,CUST-587,Brand_Про,Склад-Аст,0,completed
2026-03-18,ORD-10426,Эспандер,Спорттовары,Актобе,Козлов В.,Офлайн-магазин,3,4442.55,0,13327.64,7764.92,5562.73,CUST-998,Brand_Спо,Склад-Акт,0,completed
2026-05-06,ORD-10427,Шкаф-купе,Мебель,Актобе,Смирнова А.,Маркетплейс,3,36936.34,0,110809.01,48292.96,62516.05,CUST-522,Brand_Меб,Склад-Акт,0,completed
2025-12-02,ORD-10428,Куртка зимняя,Одежда,Алматы,Иванов И.,Офлайн-магазин,2,7336.16,0,14672.32,5917.74,8754.58,CUST-873,Brand_Оде,Склад-Алм,2,returned
2026-03-23,ORD-10429,Кофе зерновой,Продукты,Караганда,Смирнова А.,Офлайн-магазин,1,1508.97,0,1508.97,717.41,791.57,CUST-547,Brand_Про,Склад-Кар,0,completed
2026-02-09,ORD-10430,Джинсы классика,Одежда,Караганда,Козлов В.,Офлайн-магазин,1,4679.93,0,4679.93,2320.42,2359.5,CUST-727,Brand_Оде,Склад-Кар,0,completed
2026-07-12,ORD-10431,Шоколад горький,Продукты,Актобе,Смирнова А.,B2B,2,465.7,0,931.41,480.46,450.95,CUST-732,Brand_Про,Склад-Акт,0,completed
2026-03-10,ORD-10432,Оливковое масло,Продукты,Караганда,Петров П.,Маркетплейс,3,232.56,0,697.68,428.37,269.31,CUST-204,Brand_Про,Склад-Кар,0,completed
2025-12-13,ORD-10433,Чай зеленый,Продукты,Караганда,Иванов И.,Офлайн-магазин,3,411.55,0,1234.66,601.13,633.54,CUST-904,Brand_Про,Склад-Кар,0,completed
2026-04-03,ORD-10434,Сыр пармезан,Продукты,Алматы,Смирнова А.,Онлайн,3,2216.5,0,6649.51,4722.89,1926.62,CUST-581,Brand_Про,Склад-Алм,0,completed
2025-10-22,ORD-10435,Куртка зимняя,Одежда,Караганда,Иванов И.,Онлайн,3,13685.66,0,41056.97,29088.46,11968.51,CUST-855,Brand_Оде,Склад-Кар,0,completed
2025-08-08,ORD-10436,Кроссовки спорт,Одежда,Алматы,Лебедева Е.,Офлайн-магазин,2,10170.39,0,20340.77,10675.73,9665.05,CUST-744,Brand_Оде,Склад-Алм,0,completed
2025-08-12,ORD-10437,Скакалка,Спорттовары,Алматы,Смирнова А.,B2B,4,2540.28,0,10161.14,4276.16,5884.97,CUST-215,Brand_Спо,Склад-Алм,0,completed
2025-11-19,ORD-10438,Диван угловой,Мебель,Алматы,Петров П.,Маркетплейс,1,34279.96,0,34279.96,17045.22,17234.74,CUST-695,Brand_Меб,Склад-Алм,0,cancelled
2026-07-10,ORD-10439,Шкаф-купе,Мебель,Астана,Смирнова А.,Онлайн,1,19192.79,0,19192.79,12943.19,6249.6,CUST-877,Brand_Меб,Склад-Аст,0,completed
2026-06-07,ORD-10440,Смартфон X,Электроника,Шымкент,Петров П.,Онлайн,2,22317.43,0,44634.87,35380.73,9254.13,CUST-874,Brand_Эле,Склад-Шым,0,completed
2026-01-15,ORD-10441,Стол письменный,Мебель,Алматы,Козлов В.,Маркетплейс,2,11790.33,20,18864.52,12877.87,5986.65,CUST-655,Brand_Меб,Склад-Алм,0,completed
2026-07-13,ORD-10442,Стол письменный,Мебель,Актобе,Петров П.,Маркетплейс,3,19206.31,0,57618.93,43045.07,14573.86,CUST-981,Brand_Меб,Склад-Акт,0,completed
2026-05-01,ORD-10443,Футболка базовая,Одежда,Актобе,Петров П.,B2B,2,5791.92,0,11583.84,6737.53,4846.31,CUST-618,Brand_Оде,Склад-Акт,0,completed
2026-02-01,ORD-10444,Футболка базовая,Одежда,Актобе,Смирнова А.,Офлайн-магазин,3,5438.18,0,16314.55,12837.36,3477.2,CUST-294,Brand_Оде,Склад-Акт,0,completed
2026-04-16,ORD-10445,Шкаф-купе,Мебель,Астана,Лебедева Е.,Маркетплейс,2,25757.66,0,51515.31,22882.36,28632.95,CUST-168,Brand_Меб,Склад-Аст,0,completed
2025-08-13,ORD-10446,Джинсы классика,Одежда,Алматы,Петров П.,Онлайн,1,9280.18,0,9280.18,5831.71,3448.47,CUST-773,Brand_Оде,Склад-Алм,0,completed
2026-03-29,ORD-10447,Скакалка,Спорттовары,Актобе,Смирнова А.,Онлайн,4,3171.95,0,12687.79,5434.81,7252.98,CUST-313,Brand_Спо,Склад-Акт,4,returned
2026-06-22,ORD-10448,Стул офисный,Мебель,Караганда,Иванов И.,Маркетплейс,3,37536.63,20,90087.91,65657.02,24430.89,CUST-159,Brand_Меб,Склад-Кар,0,completed
2026-06-02,ORD-10449,Оливковое масло,Продукты,Алматы,Иванов И.,Маркетплейс,4,320.97,5,1219.7,537.27,682.44,CUST-494,Brand_Про,Склад-Алм,0,completed
2025-10-27,ORD-10450,Свитер шерстяной,Одежда,Астана,Лебедева Е.,Офлайн-магазин,3,10085.39,0,30256.16,21132.21,9123.95,CUST-690,Brand_Оде,Склад-Аст,0,completed
2026-01-21,ORD-10451,Кровать двуспальная,Мебель,Алматы,Петров П.,Офлайн-магазин,2,42771.07,0,85542.13,56715.53,28826.61,CUST-714,Brand_Меб,Склад-Алм,0,completed
2026-03-05,ORD-10452,Шоколад горький,Продукты,Актобе,Смирнова А.,Маркетплейс,7,941.09,15,5599.49,3602.52,1996.97,CUST-319,Brand_Про,Склад-Акт,0,completed
2026-01-30,ORD-10453,Эспандер,Спорттовары,Шымкент,Козлов В.,B2B,1,3941.12,15,3349.95,2138.29,1211.66,CUST-409,Brand_Спо,Склад-Шым,0,completed
2025-07-25,ORD-10454,Чай зеленый,Продукты,Астана,Смирнова А.,Онлайн,5,1685.61,10,7585.26,3320.18,4265.08,CUST-259,Brand_Про,Склад-Аст,0,completed
2025-09-30,ORD-10455,Шоколад горький,Продукты,Актобе,Петров П.,Офлайн-магазин,5,666.6,0,3332.98,1866.2,1466.78,CUST-851,Brand_Про,Склад-Акт,5,returned
2025-08-30,ORD-10456,Сыр пармезан,Продукты,Астана,Козлов В.,Онлайн,5,1403.81,0,7019.06,5077.14,1941.92,CUST-898,Brand_Про,Склад-Аст,0,completed
2025-08-19,ORD-10457,Шоколад горький,Продукты,Караганда,Козлов В.,Онлайн,4,1775.92,5,6748.49,4410.51,2337.98,CUST-155,Brand_Про,Склад-Кар,0,completed
2025-12-25,ORD-10458,Коврик для йоги,Спорттовары,Шымкент,Лебедева Е.,Офлайн-магазин,9,3001.11,0,27009.95,12459.12,14550.83,CUST-502,Brand_Спо,Склад-Шым,0,completed
2026-03-07,ORD-10459,Скакалка,Спорттовары,Актобе,Иванов И.,Офлайн-магазин,5,3554.3,10,15994.34,7243.44,8750.89,CUST-685,Brand_Спо,Склад-Акт,0,completed
2025-08-16,ORD-10460,Мяч фитнес,Спорттовары,Шымкент,Иванов И.,B2B,7,5515.74,10,34749.15,24491.66,10257.49,CUST-302,Brand_Спо,Склад-Шым,0,completed
2026-03-28,ORD-10461,Шкаф-купе,Мебель,Астана,Лебедева Е.,Офлайн-магазин,1,18946.58,0,18946.58,10837.94,8108.64,CUST-689,Brand_Меб,Склад-Аст,0,completed
2025-09-05,ORD-10462,Наушники Air,Электроника,Караганда,Смирнова А.,Маркетплейс,2,27870.13,0,55740.27,36909.19,18831.07,CUST-273,Brand_Эле,Склад-Кар,0,completed
2026-01-17,ORD-10463,Мяч фитнес,Спорттовары,Актобе,Петров П.,B2B,4,885.55,0,3542.21,1946.54,1595.66,CUST-973,Brand_Спо,Склад-Акт,0,completed
2025-09-03,ORD-10464,Смартфон X,Электроника,Астана,Лебедева Е.,Офлайн-магазин,1,42227.28,0,42227.28,30475.95,11751.33,CUST-582,Brand_Эле,Склад-Аст,0,completed
2025-08-02,ORD-10465,Чай зеленый,Продукты,Актобе,Петров П.,Офлайн-магазин,9,1289.85,20,9286.95,6029.24,3257.71,CUST-811,Brand_Про,Склад-Акт,0,cancelled
2026-07-14,ORD-10466,Наушники Air,Электроника,Актобе,Лебедева Е.,Онлайн,1,40846.5,0,40846.5,19617.69,21228.81,CUST-377,Brand_Эле,Склад-Акт,0,completed
2025-08-18,ORD-10467,Стул офисный,Мебель,Алматы,Козлов В.,Маркетплейс,3,49967.55,0,149902.64,66430.34,83472.3,CUST-764,Brand_Меб,Склад-Алм,0,completed
2026-02-04,ORD-10468,Кроссовки спорт,Одежда,Актобе,Иванов И.,Маркетплейс,3,8465.73,0,25397.2,12052.67,13344.53,CUST-568,Brand_Оде,Склад-Акт,0,completed
2026-05-05,ORD-10469,Смартфон X,Электроника,Астана,Лебедева Е.,Маркетплейс,2,45915.56,0,91831.11,42499.63,49331.48,CUST-460,Brand_Эле,Склад-Аст,0,completed
2026-01-19,ORD-10470,Чай зеленый,Продукты,Актобе,Смирнова А.,Онлайн,5,1440.26,5,6841.26,5320.14,1521.12,CUST-330,Brand_Про,Склад-Акт,5,returned
2025-10-07,ORD-10471,Сыр пармезан,Продукты,Астана,Иванов И.,B2B,10,974.58,10,8771.19,4972.68,3798.51,CUST-536,Brand_Про,Склад-Аст,0,completed
2025-12-28,ORD-10472,Эспандер,Спорттовары,Караганда,Лебедева Е.,Офлайн-магазин,3,1860.72,0,5582.16,3760.25,1821.91,CUST-241,Brand_Спо,Склад-Кар,0,completed
2025-12-27,ORD-10473,Гантели 5кг,Спорттовары,Караганда,Петров П.,Офлайн-магазин,2,3523.73,0,7047.46,5493.08,1554.38,CUST-425,Brand_Спо,Склад-Кар,0,completed
2025-10-04,ORD-10474,Планшет Z,Электроника,Караганда,Козлов В.,Маркетплейс,3,73438.99,15,187269.42,86290.53,100978.89,CUST-234,Brand_Эле,Склад-Кар,0,completed
2025-10-24,ORD-10475,Смарт-часы,Электроника,Актобе,Смирнова А.,Офлайн-магазин,1,81094.87,0,81094.87,33284.07,47810.79,CUST-898,Brand_Эле,Склад-Акт,0,completed
2026-03-23,ORD-10476,Свитер шерстяной,Одежда,Актобе,Козлов В.,Маркетплейс,2,4245.43,0,8490.86,3863.38,4627.48,CUST-133,Brand_Оде,Склад-Акт,0,completed
2026-02-16,ORD-10477,Планшет Z,Электроника,Караганда,Петров П.,Офлайн-магазин,1,32802.15,0,32802.15,25647.33,7154.82,CUST-731,Brand_Эле,Склад-Кар,0,completed
2026-03-29,ORD-10478,Сыр пармезан,Продукты,Астана,Козлов В.,B2B,1,2339.81,0,2339.81,1707.43,632.38,CUST-503,Brand_Про,Склад-Аст,0,completed
2026-05-31,ORD-10479,Скакалка,Спорттовары,Актобе,Лебедева Е.,Онлайн,2,5298.48,0,10596.95,7744.3,2852.66,CUST-351,Brand_Спо,Склад-Акт,0,completed
2026-04-13,ORD-10480,Мяч фитнес,Спорттовары,Алматы,Лебедева Е.,B2B,1,4667.52,0,4667.52,2687.66,1979.86,CUST-892,Brand_Спо,Склад-Алм,0,completed
2025-12-15,ORD-10481,Стол письменный,Мебель,Караганда,Смирнова А.,Онлайн,3,43608.77,20,104661.04,76607.42,28053.62,CUST-839,Brand_Меб,Склад-Кар,0,completed
2026-04-04,ORD-10482,Ноутбук Pro,Электроника,Актобе,Лебедева Е.,Офлайн-магазин,2,47440.37,0,94880.73,38897.76,55982.97,CUST-829,Brand_Эле,Склад-Акт,0,completed
2025-11-02,ORD-10483,Стул офисный,Мебель,Шымкент,Смирнова А.,Офлайн-магазин,1,11321.76,0,11321.76,6563.9,4757.86,CUST-636,Brand_Меб,Склад-Шым,0,completed
2026-07-19,ORD-10484,Шкаф-купе,Мебель,Актобе,Петров П.,B2B,2,36112.16,0,72224.33,33826.55,38397.78,CUST-992,Brand_Меб,Склад-Акт,0,completed
2026-06-24,ORD-10485,Джинсы классика,Одежда,Астана,Петров П.,Онлайн,2,6754.12,0,13508.23,9556.43,3951.8,CUST-741,Brand_Оде,Склад-Аст,0,completed
2025-10-22,ORD-10486,Ноутбук Pro,Электроника,Астана,Иванов И.,Маркетплейс,2,6173.26,0,12346.52,7401.21,4945.31,CUST-722,Brand_Эле,Склад-Аст,0,completed
2026-03-31,ORD-10487,Джинсы классика,Одежда,Актобе,Козлов В.,B2B,2,6884.15,0,13768.31,8812.28,4956.03,CUST-660,Brand_Оде,Склад-Акт,0,completed
2025-12-11,ORD-10488,Скакалка,Спорттовары,Астана,Иванов И.,Офлайн-магазин,1,2003.18,0,2003.18,830.69,1172.48,CUST-783,Brand_Спо,Склад-Аст,0,completed
2026-05-13,ORD-10489,Эспандер,Спорттовары,Шымкент,Иванов И.,Онлайн,7,1514.72,10,9542.76,6382.55,3160.22,CUST-808,Brand_Спо,Склад-Шым,0,completed
2026-07-15,ORD-10490,Скакалка,Спорттовары,Актобе,Петров П.,B2B,1,3447.25,0,3447.25,1791.6,1655.65,CUST-488,Brand_Спо,Склад-Акт,0,completed
2025-08-25,ORD-10491,Шкаф-купе,Мебель,Алматы,Смирнова А.,B2B,1,13565.85,0,13565.85,6915.43,6650.42,CUST-637,Brand_Меб,Склад-Алм,0,completed
2025-11-06,ORD-10492,Свитер шерстяной,Одежда,Алматы,Иванов И.,Онлайн,3,8993.04,0,26979.13,20869.89,6109.24,CUST-394,Brand_Оде,Склад-Алм,0,cancelled
2026-02-25,ORD-10493,Эспандер,Спорттовары,Шымкент,Лебедева Е.,Маркетплейс,10,1427.47,0,14274.67,8677.32,5597.35,CUST-604,Brand_Спо,Склад-Шым,0,completed
2025-10-22,ORD-10494,Гантели 5кг,Спорттовары,Шымкент,Петров П.,Онлайн,1,1691.59,0,1691.59,1215.74,475.86,CUST-312,Brand_Спо,Склад-Шым,0,completed
2026-06-02,ORD-10495,Кровать двуспальная,Мебель,Алматы,Смирнова А.,Маркетплейс,3,41867.93,0,125603.78,82427.15,43176.64,CUST-360,Brand_Меб,Склад-Алм,0,completed
2025-08-25,ORD-10496,Шоколад горький,Продукты,Актобе,Лебедева Е.,Маркетплейс,1,1586.41,0,1586.41,846.05,740.36,CUST-682,Brand_Про,Склад-Акт,0,completed
2026-06-02,ORD-10497,Ноутбук Pro,Электроника,Астана,Смирнова А.,Маркетплейс,2,91369.15,5,173601.38,114275.0,59326.38,CUST-742,Brand_Эле,Склад-Аст,0,completed
2026-03-14,ORD-10498,Эспандер,Спорттовары,Караганда,Козлов В.,Онлайн,5,4350.51,0,21752.53,14602.02,7150.51,CUST-119,Brand_Спо,Склад-Кар,0,completed
2025-11-05,ORD-10499,Эспандер,Спорттовары,Шымкент,Иванов И.,Офлайн-магазин,1,2410.23,0,2410.23,1325.86,1084.37,CUST-269,Brand_Спо,Склад-Шым,0,completed
2026-05-10,ORD-10500,Мяч фитнес,Спорттовары,Астана,Лебедева Е.,Онлайн,6,3305.17,15,16856.36,9533.08,7323.28,CUST-343,Brand_Спо,Склад-Аст,0,completed
2026-01-28,ORD-10501,Диван угловой,Мебель,Астана,Лебедева Е.,Маркетплейс,1,17231.73,0,17231.73,7150.45,10081.29,CUST-194,Brand_Меб,Склад-Аст,0,completed
2026-03-06,ORD-10502,Коврик для йоги,Спорттовары,Караганда,Лебедева Е.,Офлайн-магазин,6,1770.17,15,9027.89,6411.73,2616.16,CUST-992,Brand_Спо,Склад-Кар,0,completed
2025-09-10,ORD-10503,Гантели 5кг,Спорттовары,Астана,Иванов И.,B2B,9,3881.89,0,34937.02,18320.71,16616.31,CUST-968,Brand_Спо,Склад-Аст,0,completed
2026-05-22,ORD-10504,Планшет Z,Электроника,Караганда,Иванов И.,Онлайн,3,68468.15,5,195134.23,123134.37,71999.86,CUST-314,Brand_Эле,Склад-Кар,0,completed
2026-01-02,ORD-10505,Джинсы классика,Одежда,Шымкент,Смирнова А.,Маркетплейс,2,12995.54,0,25991.08,13231.06,12760.02,CUST-217,Brand_Оде,Склад-Шым,0,completed
2025-07-29,ORD-10506,Скакалка,Спорттовары,Актобе,Иванов И.,Офлайн-магазин,6,4651.12,0,27906.72,14188.36,13718.36,CUST-923,Brand_Спо,Склад-Акт,6,returned
2025-12-14,ORD-10507,Гантели 5кг,Спорттовары,Астана,Иванов И.,Маркетплейс,9,2991.13,0,26920.16,12168.71,14751.45,CUST-791,Brand_Спо,Склад-Аст,0,completed
2025-08-16,ORD-10508,Наушники Air,Электроника,Алматы,Иванов И.,B2B,1,56642.51,20,45314.01,29296.69,16017.32,CUST-937,Brand_Эле,Склад-Алм,0,completed
2025-10-31,ORD-10509,Коврик для йоги,Спорттовары,Караганда,Лебедева Е.,Офлайн-магазин,8,1156.22,0,9249.74,4848.31,4401.43,CUST-884,Brand_Спо,Склад-Кар,0,completed
2026-03-17,ORD-10510,Стол письменный,Мебель,Астана,Петров П.,Маркетплейс,2,27544.34,0,55088.68,42247.82,12840.85,CUST-981,Brand_Меб,Склад-Аст,0,completed
2026-01-04,ORD-10511,Кровать двуспальная,Мебель,Алматы,Иванов И.,B2B,2,10345.76,0,20691.52,15276.69,5414.84,CUST-456,Brand_Меб,Склад-Алм,0,completed
2026-05-27,ORD-10512,Гантели 5кг,Спорттовары,Актобе,Иванов И.,B2B,6,1343.12,0,8058.72,3452.11,4606.61,CUST-572,Brand_Спо,Склад-Акт,0,completed
2026-02-12,ORD-10513,Мяч фитнес,Спорттовары,Астана,Лебедева Е.,Офлайн-магазин,3,4535.31,20,10884.74,4641.51,6243.22,CUST-810,Brand_Спо,Склад-Аст,0,completed
2026-05-20,ORD-10514,Кровать двуспальная,Мебель,Актобе,Смирнова А.,Офлайн-магазин,3,13515.74,0,40547.21,28210.59,12336.62,CUST-956,Brand_Меб,Склад-Акт,0,completed
2026-03-28,ORD-10515,Смарт-часы,Электроника,Актобе,Козлов В.,Маркетплейс,1,83629.62,10,75266.66,39380.59,35886.07,CUST-712,Brand_Эле,Склад-Акт,0,completed
2025-09-15,ORD-10516,Мяч фитнес,Спорттовары,Шымкент,Козлов В.,Онлайн,4,1303.16,5,4952.02,3480.44,1471.59,CUST-563,Brand_Спо,Склад-Шым,0,completed
2026-04-20,ORD-10517,Сыр пармезан,Продукты,Актобе,Лебедева Е.,B2B,4,541.35,0,2165.39,1140.38,1025.01,CUST-795,Brand_Про,Склад-Акт,0,completed
2025-12-24,ORD-10518,Диван угловой,Мебель,Алматы,Лебедева Е.,Онлайн,3,43501.86,0,130505.59,58860.93,71644.66,CUST-478,Brand_Меб,Склад-Алм,0,completed
2026-04-29,ORD-10519,Смартфон X,Электроника,Актобе,Смирнова А.,Онлайн,1,45144.0,0,45144.0,30738.04,14405.96,CUST-425,Brand_Эле,Склад-Акт,0,completed
2026-07-21,ORD-10520,Кровать двуспальная,Мебель,Караганда,Козлов В.,Офлайн-магазин,1,38667.29,0,38667.29,18378.2,20289.08,CUST-468,Brand_Меб,Склад-Кар,0,completed
2026-02-20,ORD-10521,Куртка зимняя,Одежда,Астана,Петров П.,Онлайн,3,2293.18,0,6879.54,4736.81,2142.73,CUST-547,Brand_Оде,Склад-Аст,0,completed
2025-09-29,ORD-10522,Ноутбук Pro,Электроника,Караганда,Козлов В.,B2B,1,80945.71,0,80945.71,46110.72,34835.0,CUST-493,Brand_Эле,Склад-Кар,0,completed
