date,order_id,product,category,region,manager,channel,quantity,price,discount,revenue,cost,profit,customer_id,brand,warehouse,returns,status
2026-05-19,LUX-10506,Серьги с изумрудом,Ювелирные изделия,Атырау,Ахметова Д.,Бутик,1,3798796.04,0,3798796.04,1463649.68,2335146.36,VIP-388,Brand_Юве,Склад-Аты,0,completed
2025-11-28,LUX-10507,Jo Malone Wood Sage,Парфюмерия,Актау,Сатпаева А.,Бутик,1,140053.09,0,140053.09,34724.12,105328.98,VIP-14,Brand_Пар,Склад-Акт,0,completed
2026-05-10,LUX-10508,Chanel No 5,Парфюмерия,Шымкент,Омаров Т.,Бутик,1,182270.95,0,182270.95,61131.59,121139.36,VIP-521,Brand_Пар,Склад-Шым,0,completed
2026-02-08,LUX-10509,Шелковый платок,Брендовые вещи,Астана,Ахметова Д.,Бутик,1,1269678.07,0,1269678.07,407104.66,862573.41,VIP-953,Brand_Бре,Склад-Аст,0,completed
2025-11-04,LUX-10510,Dior Sauvage,Парфюмерия,Астана,Ахметова Д.,Бутик,1,221831.21,0,221831.21,52732.19,169099.02,VIP-497,Brand_Пар,Склад-Аст,0,completed
2025-09-06,LUX-10511,Chanel No 5,Парфюмерия,Актау,Ахметова Д.,Бутик,1,225215.33,0,225215.33,77651.73,147563.6,VIP-377,Brand_Пар,Склад-Акт,0,completed
2025-08-20,LUX-10512,Пиджак кроя Slim,Брендовые вещи,Атырау,Ахметова Д.,VIP-клиенты,1,1031996.11,5,980396.31,378579.13,601817.18,VIP-845,Brand_Бре,Склад-Аты,0,completed
2025-09-28,LUX-10513,Золотая цепь,Ювелирные изделия,Шымкент,Ахметова Д.,VIP-клиенты,1,3313245.75,0,3313245.75,1268785.01,2044460.74,VIP-494,Brand_Юве,Склад-Шым,0,completed
2026-06-10,LUX-10514,Шелковый платок,Брендовые вещи,Алматы,Ахметова Д.,Бутик,1,336626.5,0,336626.5,85779.88,250846.63,VIP-349,Brand_Бре,Склад-Алм,0,completed
2026-05-28,LUX-10515,Кольцо с бриллиантом,Ювелирные изделия,Алматы,Ахметова Д.,Бутик,1,2589617.38,0,2589617.38,539790.65,2049826.73,VIP-705,Brand_Юве,Склад-Алм,0,completed
2025-11-20,LUX-10516,Колье из жемчуга,Ювелирные изделия,Актау,Омаров Т.,Бутик,1,3574801.71,0,3574801.71,1160403.51,2414398.19,VIP-327,Brand_Юве,Склад-Акт,1,returned
2026-02-19,LUX-10517,Платье Haute Couture,Брендовые вещи,Атырау,Ахметова Д.,VIP-клиенты,1,1613585.39,0,1613585.39,335582.71,1278002.68,VIP-186,Brand_Бре,Склад-Аты,0,completed
2026-01-03,LUX-10518,Платье Haute Couture,Брендовые вещи,Алматы,Омаров Т.,Бутик,1,327963.56,0,327963.56,122393.45,205570.11,VIP-749,Brand_Бре,Склад-Алм,0,completed
2026-03-12,LUX-10519,Jo Malone Wood Sage,Парфюмерия,Астана,Омаров Т.,Бутик,1,87196.79,15,74117.27,22069.73,52047.53,VIP-30,Brand_Пар,Склад-Аст,0,completed
2025-11-07,LUX-10520,Клатч вечерний,Аксессуары,Атырау,Сатпаева А.,Бутик,1,1055327.19,0,1055327.19,235065.55,820261.63,VIP-962,Brand_Акс,Склад-Аты,0,completed
2026-03-18,LUX-10521,Baccarat Rouge 540,Парфюмерия,Астана,Ким А.,Онлайн-магазин,1,174205.34,0,174205.34,65618.15,108587.19,VIP-549,Brand_Пар,Склад-Аст,0,completed
2026-03-27,LUX-10522,Кожаный ремень,Аксессуары,Шымкент,Ким А.,VIP-клиенты,1,341647.47,0,341647.47,133023.91,208623.55,VIP-337,Brand_Акс,Склад-Шым,0,completed
2026-05-04,LUX-10523,Часы Rolex,Аксессуары,Актау,Ким А.,Бутик,1,721076.2,0,721076.2,156837.79,564238.41,VIP-222,Brand_Акс,Склад-Акт,0,completed
2026-02-18,LUX-10524,Колье из жемчуга,Ювелирные изделия,Астана,Ким А.,Бутик,1,2911167.47,0,2911167.47,805346.27,2105821.2,VIP-435,Brand_Юве,Склад-Аст,0,completed
2025-11-11,LUX-10525,Колье из жемчуга,Ювелирные изделия,Алматы,Ким А.,VIP-клиенты,1,3933039.55,0,3933039.55,820295.86,3112743.68,VIP-36,Brand_Юве,Склад-Алм,0,completed
2025-12-18,LUX-10526,Запонки золотые,Аксессуары,Актау,Сатпаева А.,Бутик,1,540496.62,0,540496.62,119312.87,421183.75,VIP-15,Brand_Акс,Склад-Акт,0,completed
2026-04-24,LUX-10527,Серьги с изумрудом,Ювелирные изделия,Алматы,Сатпаева А.,Бутик,2,3461309.52,15,5884226.18,1991352.98,3892873.2,VIP-188,Brand_Юве,Склад-Алм,0,completed
2026-02-24,LUX-10528,Серьги с изумрудом,Ювелирные изделия,Атырау,Ахметова Д.,VIP-клиенты,1,618372.35,0,618372.35,165157.84,453214.51,VIP-927,Brand_Юве,Склад-Аты,0,completed
2026-05-25,LUX-10529,Chanel No 5,Парфюмерия,Шымкент,Ким А.,Онлайн-магазин,1,167631.71,5,159250.13,61048.63,98201.49,VIP-288,Brand_Пар,Склад-Шым,0,completed
2026-05-04,LUX-10530,Запонки золотые,Аксессуары,Астана,Омаров Т.,VIP-клиенты,1,992004.5,0,992004.5,221038.82,770965.68,VIP-865,Brand_Акс,Склад-Аст,0,completed
2026-05-27,LUX-10531,Запонки золотые,Аксессуары,Шымкент,Омаров Т.,VIP-клиенты,1,513624.65,0,513624.65,122640.15,390984.5,VIP-389,Brand_Акс,Склад-Шым,0,completed
2025-08-22,LUX-10532,Платиновый браслет,Ювелирные изделия,Атырау,Сатпаева А.,VIP-клиенты,1,372879.73,0,372879.73,82380.16,290499.57,VIP-794,Brand_Юве,Склад-Аты,0,completed
2026-02-15,LUX-10533,Золотая цепь,Ювелирные изделия,Актау,Ким А.,VIP-клиенты,2,304416.87,0,608833.75,225769.44,383064.3,VIP-847,Brand_Юве,Склад-Акт,0,completed
2026-02-13,LUX-10534,Dior Sauvage,Парфюмерия,Астана,Сатпаева А.,Онлайн-магазин,1,114968.84,0,114968.84,29244.47,85724.37,VIP-460,Brand_Пар,Склад-Аст,0,completed
2025-09-12,LUX-10535,Кольцо с бриллиантом,Ювелирные изделия,Актау,Ким А.,Онлайн-магазин,3,4626955.04,0,13880865.11,3741225.85,10139639.25,VIP-857,Brand_Юве,Склад-Акт,0,completed
2026-06-17,LUX-10536,Кожаный ремень,Аксессуары,Шымкент,Сатпаева А.,Бутик,1,829992.28,0,829992.28,229801.55,600190.73,VIP-542,Brand_Акс,Склад-Шым,0,completed
2026-05-03,LUX-10537,Запонки золотые,Аксессуары,Шымкент,Омаров Т.,Бутик,1,542553.07,0,542553.07,147381.53,395171.54,VIP-246,Brand_Акс,Склад-Шым,0,completed
2026-07-06,LUX-10538,Серьги с изумрудом,Ювелирные изделия,Атырау,Омаров Т.,VIP-клиенты,1,1245971.87,5,1183673.28,304613.4,879059.88,VIP-206,Brand_Юве,Склад-Аты,0,completed
2026-07-12,LUX-10539,Золотая цепь,Ювелирные изделия,Астана,Ахметова Д.,VIP-клиенты,1,1904926.0,0,1904926.0,708193.14,1196732.85,VIP-471,Brand_Юве,Склад-Аст,0,completed
2026-01-20,LUX-10540,Серьги с изумрудом,Ювелирные изделия,Астана,Омаров Т.,Бутик,2,1608388.66,15,2734260.73,991598.85,1742661.88,VIP-985,Brand_Юве,Склад-Аст,0,completed
2025-09-15,LUX-10541,Кожаный ремень,Аксессуары,Астана,Омаров Т.,Бутик,1,432278.87,0,432278.87,141607.9,290670.97,VIP-911,Brand_Акс,Склад-Аст,0,completed
2026-06-21,LUX-10542,Платиновый браслет,Ювелирные изделия,Актау,Омаров Т.,VIP-клиенты,1,2436432.45,0,2436432.45,843873.05,1592559.4,VIP-661,Brand_Юве,Склад-Акт,0,completed
2026-05-04,LUX-10543,Серьги с изумрудом,Ювелирные изделия,Алматы,Омаров Т.,Бутик,1,435053.97,0,435053.97,93127.01,341926.96,VIP-630,Brand_Юве,Склад-Алм,0,completed
2026-03-14,LUX-10544,Tom Ford Oud Wood,Парфюмерия,Алматы,Сатпаева А.,Бутик,1,160546.18,0,160546.18,49970.17,110576.0,VIP-460,Brand_Пар,Склад-Алм,0,completed
2026-05-20,LUX-10545,Кожаный ремень,Аксессуары,Актау,Сатпаева А.,Бутик,1,289359.81,0,289359.81,77015.15,212344.67,VIP-430,Brand_Акс,Склад-Акт,0,completed
2026-07-06,LUX-10546,Клатч вечерний,Аксессуары,Атырау,Ахметова Д.,Бутик,2,458438.82,0,916877.63,334070.5,582807.13,VIP-751,Brand_Акс,Склад-Аты,0,completed
2025-08-19,LUX-10547,Туфли на шпильке,Брендовые вещи,Актау,Сатпаева А.,VIP-клиенты,1,894574.23,0,894574.23,278313.27,616260.96,VIP-136,Brand_Бре,Склад-Акт,0,completed
2025-10-21,LUX-10548,Платиновый браслет,Ювелирные изделия,Шымкент,Омаров Т.,VIP-клиенты,1,3907368.39,10,3516631.56,785895.49,2730736.06,VIP-612,Brand_Юве,Склад-Шым,0,completed
2026-06-11,LUX-10549,Часы Rolex,Аксессуары,Актау,Ахметова Д.,Онлайн-магазин,1,395775.37,0,395775.37,154706.25,241069.11,VIP-433,Brand_Акс,Склад-Акт,0,completed
2026-04-16,LUX-10550,Очки Ray-Ban,Аксессуары,Атырау,Сатпаева А.,Бутик,1,1311091.93,0,1311091.93,295980.94,1015110.99,VIP-958,Brand_Акс,Склад-Аты,0,completed
2026-01-31,LUX-10551,Золотая цепь,Ювелирные изделия,Алматы,Ким А.,VIP-клиенты,1,1696097.88,0,1696097.88,583448.89,1112648.98,VIP-189,Brand_Юве,Склад-Алм,0,completed
2025-10-11,LUX-10552,Запонки золотые,Аксессуары,Актау,Ахметова Д.,Бутик,1,998212.3,15,848480.46,308346.85,540133.61,VIP-68,Brand_Акс,Склад-Акт,0,completed
2026-05-23,LUX-10553,Шелковый платок,Брендовые вещи,Атырау,Сатпаева А.,VIP-клиенты,1,185039.04,0,185039.04,60070.95,124968.08,VIP-429,Brand_Бре,Склад-Аты,0,completed
2025-07-17,LUX-10554,Колье из жемчуга,Ювелирные изделия,Шымкент,Ахметова Д.,Бутик,1,877305.42,0,877305.42,342081.65,535223.77,VIP-171,Brand_Юве,Склад-Шым,0,completed
2026-01-03,LUX-10555,Туфли на шпильке,Брендовые вещи,Атырау,Сатпаева А.,VIP-клиенты,1,362907.93,0,362907.93,113234.1,249673.83,VIP-331,Brand_Бре,Склад-Аты,0,completed
2025-09-02,LUX-10556,Золотая цепь,Ювелирные изделия,Астана,Ахметова Д.,Бутик,1,4409085.3,0,4409085.3,1198236.22,3210849.08,VIP-600,Brand_Юве,Склад-Аст,0,completed
2026-06-17,LUX-10557,Кольцо с бриллиантом,Ювелирные изделия,Актау,Сатпаева А.,Бутик,1,1419162.4,0,1419162.4,491337.38,927825.02,VIP-813,Brand_Юве,Склад-Акт,0,completed
2026-02-21,LUX-10558,Пиджак кроя Slim,Брендовые вещи,Астана,Ахметова Д.,Бутик,2,1845474.45,0,3690948.89,1074895.09,2616053.81,VIP-219,Brand_Бре,Склад-Аст,0,completed
2026-06-09,LUX-10559,Baccarat Rouge 540,Парфюмерия,Актау,Ким А.,Бутик,1,163787.91,0,163787.91,56409.68,107378.23,VIP-842,Brand_Пар,Склад-Акт,0,completed
2026-02-23,LUX-10560,Часы Rolex,Аксессуары,Актау,Ахметова Д.,VIP-клиенты,1,387610.79,0,387610.79,144121.11,243489.68,VIP-452,Brand_Акс,Склад-Акт,0,completed
2026-06-07,LUX-10561,Jo Malone Wood Sage,Парфюмерия,Астана,Ким А.,Бутик,1,159715.66,0,159715.66,59342.54,100373.11,VIP-976,Brand_Пар,Склад-Аст,0,completed
2026-06-25,LUX-10562,Сумка Birkin,Брендовые вещи,Астана,Ахметова Д.,Бутик,1,1907738.55,5,1812351.62,706412.07,1105939.55,VIP-865,Brand_Бре,Склад-Аст,0,completed
2025-07-26,LUX-10563,Кольцо с бриллиантом,Ювелирные изделия,Алматы,Ким А.,Бутик,1,1166657.4,0,1166657.4,246442.45,920214.95,VIP-785,Brand_Юве,Склад-Алм,0,completed
2025-08-21,LUX-10564,Очки Ray-Ban,Аксессуары,Актау,Сатпаева А.,Бутик,1,1556323.46,15,1322874.94,284612.56,1038262.38,VIP-985,Brand_Акс,Склад-Акт,0,completed
2026-05-06,LUX-10565,Jo Malone Wood Sage,Парфюмерия,Актау,Ким А.,Бутик,1,235671.56,0,235671.56,74999.17,160672.39,VIP-589,Brand_Пар,Склад-Акт,0,completed
2026-07-13,LUX-10566,Туфли на шпильке,Брендовые вещи,Атырау,Ким А.,VIP-клиенты,1,895141.3,0,895141.3,347888.28,547253.02,VIP-596,Brand_Бре,Склад-Аты,0,completed
2026-02-25,LUX-10567,Jo Malone Wood Sage,Парфюмерия,Актау,Ахметова Д.,Бутик,2,213201.85,0,426403.71,104964.03,321439.67,VIP-528,Brand_Пар,Склад-Акт,0,completed
2025-11-01,LUX-10568,Jo Malone Wood Sage,Парфюмерия,Алматы,Омаров Т.,VIP-клиенты,1,229225.42,0,229225.42,84656.18,144569.24,VIP-371,Brand_Пар,Склад-Алм,0,completed
2025-08-06,LUX-10569,Запонки золотые,Аксессуары,Атырау,Ахметова Д.,VIP-клиенты,1,1411270.34,0,1411270.34,298294.99,1112975.35,VIP-259,Brand_Акс,Склад-Аты,0,completed
2025-08-01,LUX-10570,Baccarat Rouge 540,Парфюмерия,Актау,Ким А.,VIP-клиенты,2,225176.32,0,450352.64,131820.05,318532.59,VIP-681,Brand_Пар,Склад-Акт,0,completed
2026-06-09,LUX-10571,Клатч вечерний,Аксессуары,Астана,Омаров Т.,Бутик,1,704178.46,0,704178.46,156227.57,547950.89,VIP-260,Brand_Акс,Склад-Аст,0,completed
2026-06-27,LUX-10572,Tom Ford Oud Wood,Парфюмерия,Шымкент,Ким А.,Бутик,2,162828.28,0,325656.55,107003.81,218652.74,VIP-553,Brand_Пар,Склад-Шым,0,completed
2026-06-16,LUX-10573,Пиджак кроя Slim,Брендовые вещи,Астана,Ким А.,Бутик,1,1932643.5,0,1932643.5,645371.7,1287271.8,VIP-385,Brand_Бре,Склад-Аст,0,completed
2026-04-09,LUX-10574,Золотая цепь,Ювелирные изделия,Шымкент,Сатпаева А.,Онлайн-магазин,1,1263584.33,0,1263584.33,447308.27,816276.06,VIP-672,Brand_Юве,Склад-Шым,0,completed
2025-07-19,LUX-10575,Клатч вечерний,Аксессуары,Астана,Ахметова Д.,VIP-клиенты,2,1027460.72,0,2054921.44,621063.99,1433857.44,VIP-337,Brand_Акс,Склад-Аст,0,completed
2026-01-16,LUX-10576,Колье из жемчуга,Ювелирные изделия,Актау,Сатпаева А.,Бутик,1,2928597.85,15,2489308.18,798037.38,1691270.79,VIP-548,Brand_Юве,Склад-Акт,0,completed
2026-06-20,LUX-10577,Сумка Birkin,Брендовые вещи,Атырау,Ахметова Д.,Бутик,1,1226923.98,0,1226923.98,342847.36,884076.61,VIP-336,Brand_Бре,Склад-Аты,0,completed
2026-02-25,LUX-10578,Часы Rolex,Аксессуары,Актау,Омаров Т.,Бутик,1,1203462.3,0,1203462.3,435277.67,768184.63,VIP-455,Brand_Акс,Склад-Акт,0,completed
2025-12-12,LUX-10579,Пиджак кроя Slim,Брендовые вещи,Алматы,Сатпаева А.,VIP-клиенты,1,290983.96,0,290983.96,74108.65,216875.32,VIP-510,Brand_Бре,Склад-Алм,0,completed
2025-10-15,LUX-10580,Часы Rolex,Аксессуары,Актау,Ким А.,VIP-клиенты,1,592293.79,0,592293.79,205996.2,386297.59,VIP-573,Brand_Акс,Склад-Акт,0,completed
2026-03-09,LUX-10581,Jo Malone Wood Sage,Парфюмерия,Алматы,Сатпаева А.,Бутик,1,183095.98,0,183095.98,38201.59,144894.4,VIP-761,Brand_Пар,Склад-Алм,0,completed
2026-05-21,LUX-10582,Кожаный ремень,Аксессуары,Атырау,Омаров Т.,Бутик,1,1323963.04,0,1323963.04,490762.27,833200.77,VIP-305,Brand_Акс,Склад-Аты,0,completed
2025-10-29,LUX-10583,Серьги с изумрудом,Ювелирные изделия,Атырау,Ахметова Д.,Бутик,1,859725.55,10,773752.99,184546.04,589206.95,VIP-805,Brand_Юве,Склад-Аты,0,completed
2025-09-30,LUX-10584,Платье Haute Couture,Брендовые вещи,Астана,Ахметова Д.,Бутик,1,2030496.09,0,2030496.09,626317.2,1404178.89,VIP-181,Brand_Бре,Склад-Аст,0,completed
2026-01-29,LUX-10585,Chanel No 5,Парфюмерия,Актау,Ким А.,Бутик,1,93022.97,0,93022.97,36129.11,56893.86,VIP-874,Brand_Пар,Склад-Акт,0,completed
2026-01-06,LUX-10586,Dior Sauvage,Парфюмерия,Астана,Ахметова Д.,Онлайн-магазин,1,265735.42,0,265735.42,68660.7,197074.72,VIP-161,Brand_Пар,Склад-Аст,0,completed
2026-06-20,LUX-10587,Платье Haute Couture,Брендовые вещи,Астана,Ахметова Д.,VIP-клиенты,1,647821.74,0,647821.74,201370.65,446451.09,VIP-265,Brand_Бре,Склад-Аст,0,completed
2026-05-11,LUX-10588,Tom Ford Oud Wood,Парфюмерия,Алматы,Ким А.,Бутик,1,127559.21,0,127559.21,42516.75,85042.46,VIP-807,Brand_Пар,Склад-Алм,0,completed
2026-01-03,LUX-10589,Chanel No 5,Парфюмерия,Астана,Ахметова Д.,VIP-клиенты,1,234695.44,0,234695.44,55063.27,179632.16,VIP-453,Brand_Пар,Склад-Аст,0,completed
2026-02-01,LUX-10590,Платье Haute Couture,Брендовые вещи,Шымкент,Омаров Т.,Бутик,1,794257.59,0,794257.59,307453.2,486804.39,VIP-245,Brand_Бре,Склад-Шым,0,completed
2025-08-15,LUX-10591,Клатч вечерний,Аксессуары,Актау,Омаров Т.,Бутик,1,918039.4,0,918039.4,269174.93,648864.47,VIP-712,Brand_Акс,Склад-Акт,0,completed
2026-02-01,LUX-10592,Baccarat Rouge 540,Парфюмерия,Актау,Сатпаева А.,Бутик,1,167257.82,10,150532.04,33339.82,117192.22,VIP-365,Brand_Пар,Склад-Акт,0,completed
2026-01-21,LUX-10593,Золотая цепь,Ювелирные изделия,Алматы,Ахметова Д.,VIP-клиенты,1,1398628.13,10,1258765.31,501710.98,757054.34,VIP-946,Brand_Юве,Склад-Алм,0,completed
2025-09-14,LUX-10594,Пиджак кроя Slim,Брендовые вещи,Астана,Ким А.,Бутик,1,518211.69,0,518211.69,135618.72,382592.97,VIP-147,Brand_Бре,Склад-Аст,0,completed
2025-10-28,LUX-10595,Часы Rolex,Аксессуары,Атырау,Омаров Т.,VIP-клиенты,2,955833.79,0,1911667.58,607213.21,1304454.37,VIP-770,Brand_Акс,Склад-Аты,0,completed
2026-07-05,LUX-10596,Золотая цепь,Ювелирные изделия,Астана,Ахметова Д.,Бутик,1,881943.81,0,881943.81,341498.97,540444.84,VIP-112,Brand_Юве,Склад-Аст,0,completed
2025-09-08,LUX-10597,Золотая цепь,Ювелирные изделия,Атырау,Омаров Т.,Бутик,1,1376602.49,0,1376602.49,440137.35,936465.13,VIP-460,Brand_Юве,Склад-Аты,1,returned
2026-06-19,LUX-10598,Сумка Birkin,Брендовые вещи,Астана,Ким А.,VIP-клиенты,1,746610.71,0,746610.71,223007.47,523603.23,VIP-162,Brand_Бре,Склад-Аст,0,completed
2026-07-06,LUX-10599,Туфли на шпильке,Брендовые вещи,Шымкент,Сатпаева А.,Бутик,1,614651.83,0,614651.83,178868.84,435782.99,VIP-784,Brand_Бре,Склад-Шым,0,completed
2025-12-09,LUX-10600,Шелковый платок,Брендовые вещи,Астана,Ким А.,Бутик,1,1171956.76,0,1171956.76,259733.72,912223.04,VIP-305,Brand_Бре,Склад-Аст,0,completed
2026-06-20,LUX-10601,Золотая цепь,Ювелирные изделия,Атырау,Ахметова Д.,Бутик,1,4098626.47,0,4098626.47,1611830.51,2486795.97,VIP-396,Brand_Юве,Склад-Аты,0,completed
2026-04-26,LUX-10602,Пиджак кроя Slim,Брендовые вещи,Алматы,Ахметова Д.,Бутик,1,436552.79,0,436552.79,117884.12,318668.67,VIP-970,Brand_Бре,Склад-Алм,0,completed
2026-06-15,LUX-10603,Серьги с изумрудом,Ювелирные изделия,Шымкент,Ахметова Д.,VIP-клиенты,1,4869085.26,0,4869085.26,1244930.91,3624154.35,VIP-967,Brand_Юве,Склад-Шым,0,completed
2025-09-01,LUX-10604,Пиджак кроя Slim,Брендовые вещи,Астана,Омаров Т.,Бутик,1,1570419.99,0,1570419.99,508779.01,1061640.99,VIP-516,Brand_Бре,Склад-Аст,0,completed
2026-05-07,LUX-10605,Кожаный ремень,Аксессуары,Астана,Омаров Т.,VIP-клиенты,1,1354325.71,0,1354325.71,326536.37,1027789.35,VIP-973,Brand_Акс,Склад-Аст,0,completed
2026-01-10,LUX-10606,Платье Haute Couture,Брендовые вещи,Актау,Омаров Т.,VIP-клиенты,1,411914.73,0,411914.73,102569.18,309345.55,VIP-560,Brand_Бре,Склад-Акт,0,completed
2026-02-24,LUX-10607,Платиновый браслет,Ювелирные изделия,Шымкент,Сатпаева А.,VIP-клиенты,1,5093655.78,0,5093655.78,1815313.8,3278341.98,VIP-441,Brand_Юве,Склад-Шым,0,completed
2026-07-15,LUX-10608,Колье из жемчуга,Ювелирные изделия,Атырау,Сатпаева А.,Бутик,1,347809.04,0,347809.04,90711.38,257097.66,VIP-836,Brand_Юве,Склад-Аты,0,completed
2026-03-29,LUX-10609,Кольцо с бриллиантом,Ювелирные изделия,Шымкент,Омаров Т.,VIP-клиенты,1,1877267.52,0,1877267.52,715683.49,1161584.03,VIP-852,Brand_Юве,Склад-Шым,0,completed
2025-08-24,LUX-10610,Tom Ford Oud Wood,Парфюмерия,Алматы,Ахметова Д.,Онлайн-магазин,2,202909.28,0,405818.55,98000.18,307818.37,VIP-579,Brand_Пар,Склад-Алм,0,completed
2026-01-11,LUX-10611,Серьги с изумрудом,Ювелирные изделия,Астана,Омаров Т.,VIP-клиенты,2,3819408.98,0,7638817.95,2249463.82,5389354.13,VIP-207,Brand_Юве,Склад-Аст,0,completed
2026-07-10,LUX-10612,Колье из жемчуга,Ювелирные изделия,Шымкент,Ахметова Д.,Бутик,1,481636.45,0,481636.45,172328.52,309307.94,VIP-711,Brand_Юве,Склад-Шым,0,completed
2026-02-20,LUX-10613,Туфли на шпильке,Брендовые вещи,Шымкент,Ахметова Д.,Бутик,1,1753351.13,0,1753351.13,383456.1,1369895.04,VIP-103,Brand_Бре,Склад-Шым,0,completed
2025-08-16,LUX-10614,Серьги с изумрудом,Ювелирные изделия,Актау,Сатпаева А.,VIP-клиенты,1,4139554.66,0,4139554.66,1277781.14,2861773.52,VIP-563,Brand_Юве,Склад-Акт,0,completed
2026-05-15,LUX-10615,Колье из жемчуга,Ювелирные изделия,Алматы,Омаров Т.,VIP-клиенты,1,3915473.68,0,3915473.68,1425551.84,2489921.85,VIP-260,Brand_Юве,Склад-Алм,0,completed
2025-09-18,LUX-10616,Очки Ray-Ban,Аксессуары,Шымкент,Сатпаева А.,VIP-клиенты,1,242650.13,0,242650.13,59754.7,182895.43,VIP-104,Brand_Акс,Склад-Шым,0,completed
2025-09-09,LUX-10617,Туфли на шпильке,Брендовые вещи,Атырау,Сатпаева А.,Бутик,1,270783.31,0,270783.31,79715.18,191068.13,VIP-515,Brand_Бре,Склад-Аты,0,completed
2026-07-05,LUX-10618,Сумка Birkin,Брендовые вещи,Атырау,Ким А.,VIP-клиенты,1,1192492.04,0,1192492.04,407932.62,784559.41,VIP-24,Brand_Бре,Склад-Аты,0,completed
2025-11-14,LUX-10619,Туфли на шпильке,Брендовые вещи,Атырау,Ахметова Д.,Бутик,1,1145154.71,0,1145154.71,395845.88,749308.82,VIP-685,Brand_Бре,Склад-Аты,0,completed
2025-08-17,LUX-10620,Золотая цепь,Ювелирные изделия,Алматы,Ким А.,Бутик,1,1327351.25,0,1327351.25,432170.73,895180.52,VIP-940,Brand_Юве,Склад-Алм,0,completed
2026-04-05,LUX-10621,Платиновый браслет,Ювелирные изделия,Актау,Омаров Т.,Бутик,1,4163954.15,0,4163954.15,1020171.91,3143782.24,VIP-378,Brand_Юве,Склад-Акт,0,completed
2025-12-27,LUX-10622,Кожаный ремень,Аксессуары,Астана,Омаров Т.,Бутик,1,757189.73,0,757189.73,227748.4,529441.33,VIP-959,Brand_Акс,Склад-Аст,0,completed
2026-05-18,LUX-10623,Кожаный ремень,Аксессуары,Астана,Ахметова Д.,Бутик,1,1328790.36,0,1328790.36,439305.07,889485.29,VIP-898,Brand_Акс,Склад-Аст,0,completed
2026-05-16,LUX-10624,Запонки золотые,Аксессуары,Атырау,Ахметова Д.,Бутик,1,1121550.54,0,1121550.54,340356.98,781193.56,VIP-423,Brand_Акс,Склад-Аты,0,completed
2025-08-26,LUX-10625,Туфли на шпильке,Брендовые вещи,Алматы,Ахметова Д.,Бутик,1,267849.29,0,267849.29,103510.89,164338.41,VIP-235,Brand_Бре,Склад-Алм,0,completed
2026-05-01,LUX-10626,Chanel No 5,Парфюмерия,Атырау,Ахметова Д.,Бутик,1,191829.89,0,191829.89,73118.74,118711.15,VIP-104,Brand_Пар,Склад-Аты,1,returned
2025-08-04,LUX-10627,Часы Rolex,Аксессуары,Астана,Ахметова Д.,VIP-клиенты,1,1234576.49,15,1049390.02,369312.88,680077.14,VIP-725,Brand_Акс,Склад-Аст,0,completed
2026-06-21,LUX-10628,Клатч вечерний,Аксессуары,Актау,Омаров Т.,VIP-клиенты,1,590886.97,0,590886.97,128813.67,462073.29,VIP-273,Brand_Акс,Склад-Акт,0,completed
2025-10-30,LUX-10629,Tom Ford Oud Wood,Парфюмерия,Алматы,Омаров Т.,Бутик,1,102610.01,0,102610.01,38138.16,64471.85,VIP-385,Brand_Пар,Склад-Алм,0,completed
2025-09-06,LUX-10630,Клатч вечерний,Аксессуары,Атырау,Сатпаева А.,VIP-клиенты,1,129446.52,0,129446.52,33046.25,96400.27,VIP-84,Brand_Акс,Склад-Аты,0,completed
2026-02-06,LUX-10631,Кольцо с бриллиантом,Ювелирные изделия,Актау,Сатпаева А.,Онлайн-магазин,1,2908788.23,0,2908788.23,869197.23,2039591.0,VIP-555,Brand_Юве,Склад-Акт,0,completed
2026-05-15,LUX-10632,Кольцо с бриллиантом,Ювелирные изделия,Актау,Сатпаева А.,Бутик,1,406658.16,0,406658.16,118974.0,287684.16,VIP-472,Brand_Юве,Склад-Акт,0,completed
2025-11-07,LUX-10633,Кожаный ремень,Аксессуары,Астана,Сатпаева А.,Бутик,2,465791.73,0,931583.46,284917.81,646665.65,VIP-948,Brand_Акс,Склад-Аст,0,completed
2026-06-05,LUX-10634,Baccarat Rouge 540,Парфюмерия,Атырау,Ахметова Д.,Бутик,1,146048.67,0,146048.67,54470.36,91578.31,VIP-481,Brand_Пар,Склад-Аты,0,completed
2025-08-26,LUX-10635,Chanel No 5,Парфюмерия,Алматы,Ахметова Д.,Бутик,3,188908.53,0,566725.59,147756.93,418968.65,VIP-144,Brand_Пар,Склад-Алм,0,completed
2026-03-10,LUX-10636,Клатч вечерний,Аксессуары,Астана,Сатпаева А.,Бутик,1,715359.77,0,715359.77,187435.28,527924.48,VIP-651,Brand_Акс,Склад-Аст,0,completed
2026-01-31,LUX-10637,Chanel No 5,Парфюмерия,Атырау,Сатпаева А.,Бутик,1,157820.85,0,157820.85,45336.41,112484.44,VIP-487,Brand_Пар,Склад-Аты,0,completed
2026-02-24,LUX-10638,Шелковый платок,Брендовые вещи,Шымкент,Ким А.,VIP-клиенты,1,811097.77,15,689433.1,158282.55,531150.56,VIP-508,Brand_Бре,Склад-Шым,1,returned
